,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,text,contains_image,contains_table,extracted_text,class
215,215,215,215,<<START_SECTION>> <<END_SECTION>>,0,0, ,2.0
216,216,216,216,<<START_SECTION>>Table 6 summarises the laboratory abnormalities that occurred in at least 20% of patients treated with IMFINZI plus chemotherapy. <<END_SECTION>>,0,0,Table 6 summarises the laboratory abnormalities that occurred in at least 20% of patients treated with IMFINZI plus chemotherapy. ,2.0
217,217,217,217,<<START_SECTION>>Table 6 	Laboratory Abnormalities Worsening from Baseline Occurring in ≥ 20%1 of Patients in the CASPIAN study  <<END_SECTION>>,0,0,Table 6 	Laboratory Abnormalities Worsening from Baseline Occurring in ≥ 20%1 of Patients in the CASPIAN study  ,2.0
218,218,218,218,<<START_SECTION>> IMFINZI with Etoposide and either Carboplatin or Cisplatin  Etoposide and either Carboplatin or Cisplatin  Laboratory Abnormality Grade2 3 or 4 (%)3 Grade2 3 or 4 (%)3 Chemistry Hyponatraemia 11 13 Hypomagnesemia 11 6 Hyperglycaemia 5 5 Increased Alkaline Phosphatase 4.9 3.5 Increased ALT 4.9 2.7 Increased AST 4.6 1.2 Hypocalcaemia 3.5 2.4 Blood creatinine increased 3.4 1.1 Hyperkalaemia 1.5 3.1 TSH decreased < LLN4 and ≥ LLN at baseline NA NA Haematology Neutropenia  41 48 Lymphopenia 14 13 Anaemia 13 22 Thrombocytopenia 12 15 <<END_SECTION>>,0,1, IMFINZI with Etoposide and either Carboplatin or Cisplatin  Etoposide and either Carboplatin or Cisplatin  Laboratory Abnormality Grade2 3 or 4 (%)3 Grade2 3 or 4 (%)3 Chemistry Hyponatraemia 11 13 Hypomagnesemia 11 6 Hyperglycaemia 5 5 Increased Alkaline Phosphatase 4.9 3.5 Increased ALT 4.9 2.7 Increased AST 4.6 1.2 Hypocalcaemia 3.5 2.4 Blood creatinine increased 3.4 1.1 Hyperkalaemia 1.5 3.1 TSH decreased < LLN4 and ≥ LLN at baseline NA NA Haematology Neutropenia  41 48 Lymphopenia 14 13 Anaemia 13 22 Thrombocytopenia 12 15 ,2.0
219,219,219,219,<<START_SECTION>>The frequency cut off is based on any grade change from baseline <<END_SECTION>>,0,0,The frequency cut off is based on any grade change from baseline ,2.0
220,220,220,220,<<START_SECTION>>Graded according to NCI CTCAE version 4.03 <<END_SECTION>>,0,0,Graded according to NCI CTCAE version 4.03 ,2.0
221,221,221,221,<<START_SECTION>>Each test incidence is based on the number of patients who had both baseline and at least one on-study laboratory measurement available: IMFINZI (range: 258 to 263) and chemotherapy (range: 253 to 262) except magnesium IMFINZI + chemotherapy (18) and chemotherapy (16)  <<END_SECTION>>,0,0,Each test incidence is based on the number of patients who had both baseline and at least one on-study laboratory measurement available: IMFINZI (range: 258 to 263) and chemotherapy (range: 253 to 262) except magnesium IMFINZI + chemotherapy (18) and chemotherapy (16)  ,2.0
222,222,222,222,<<START_SECTION>>LLN = lower limit of normal <<END_SECTION>>,0,0,LLN = lower limit of normal ,2.0
223,223,223,223,<<START_SECTION>><<END_SECTION>>,0,0,,2.0
224,224,224,224,<<START_SECTION>><<END_SECTION>> ,0,0,,2.0
225,225,225,225, ,0,0, ,
226,226,226,226,<<START_SUBHEADING>>Laboratory abnormalities <<END_SUBHEADING>> ,0,0,Laboratory abnormalities ,1.0
227,227,227,227,"<<START_SECTION>>In patients treated with durvalumab monotherapy, the proportion of patients who experienced a shift from baseline to a Grade 3 or 4 laboratory abnormality was as follows: 2.4% for alanine aminotransferase increased, 3.6% for aspartate aminotransferase increased and 0.5% for blood creatinine increased. The proportion of patients who experienced a shift from baseline to any grade was 18.8% for TSH elevated > ULN and above baseline and 18.1% for TSH decreased < LLN and below baseline. <<END_SECTION>>",0,0,"In patients treated with durvalumab monotherapy, the proportion of patients who experienced a shift from baseline to a Grade 3 or 4 laboratory abnormality was as follows: 2.4% for alanine aminotransferase increased, 3.6% for aspartate aminotransferase increased and 0.5% for blood creatinine increased. The proportion of patients who experienced a shift from baseline to any grade was 18.8% for TSH elevated > ULN and above baseline and 18.1% for TSH decreased < LLN and below baseline. ",2.0
228,228,228,228,"<<START_SECTION>>In patients treated with durvalumab in combination with chemotherapy, the proportion of patients who experienced a shift from baseline to a Grade 3 or 4 laboratory abnormality was as follows: 4.9% for alanine aminotransferase increased, 4.6% for aspartate aminotransferase increased and 3.4% for blood creatinine increased. The proportion of patients who experienced a shift from baseline to any grade was 17.7% for TSH elevated > ULN and above baseline and 31.3% for TSH decreased < LLN and below baseline. <<END_SECTION>>",0,0,"In patients treated with durvalumab in combination with chemotherapy, the proportion of patients who experienced a shift from baseline to a Grade 3 or 4 laboratory abnormality was as follows: 4.9% for alanine aminotransferase increased, 4.6% for aspartate aminotransferase increased and 3.4% for blood creatinine increased. The proportion of patients who experienced a shift from baseline to any grade was 17.7% for TSH elevated > ULN and above baseline and 31.3% for TSH decreased < LLN and below baseline. ",2.0
229,229,229,229,<<START_SECTION>><<END_SECTION>> ,0,0,,2.0
230,230,230,230,,0,0,,
231,231,231,231,<<START_SUBHEADING>>Description of selected adverse reactions<<END_SUBHEADING>> ,0,0,Description of selected adverse reactions,1.0
232,232,232,232,<<START_SECTION>>The data below reflect information for significant adverse reactions for IMFINZI as monotherapy in the pooled safety dataset across tumour types (n=3006). Significant adverse reactions for IMFINZI when given in combination with chemotherapy were consistent with IMFINZI monotherapy and did not present clinically relevant differences. <<END_SECTION>>,0,0,The data below reflect information for significant adverse reactions for IMFINZI as monotherapy in the pooled safety dataset across tumour types (n=3006). Significant adverse reactions for IMFINZI when given in combination with chemotherapy were consistent with IMFINZI monotherapy and did not present clinically relevant differences. ,2.0
233,233,233,233,<<START_SECTION>>The management guidelines for these adverse reactions are described in sections 4.2 and 4.4. <<END_SECTION>>,0,0,The management guidelines for these adverse reactions are described in sections 4.2 and 4.4. ,2.0
234,234,234,234,<<START_SECTION>><<END_SECTION>> ,0,0,,2.0
235,235,235,235,,0,0,,
236,236,236,236,<<START_SUBHEADING>>Immune-mediated pneumonitis<<END_SUBHEADING>> ,0,0,Immune-mediated pneumonitis,1.0
237,237,237,237,"<<START_SECTION>>In patients receiving IMFINZI monotherapy, immune-mediated pneumonitis occurred in 92 (3.1%) patients, including Grade 3 in 25 (0.8%) patients, Grade 4 in 2 (< 0.1%) patients, and Grade 5 in 6 (0.2%) patients. The median time to onset was 55 days (range: 2-785 days). Sixty-nine of the 92 patients received high-dose corticosteroid treatment (at least 40 mg prednisone or equivalent per day), 2 patients also received infliximab and 1 patient also received cyclosporine. IMFINZI was discontinued in 38 patients. Resolution occurred in 53 patients.   <<END_SECTION>>",0,0,"In patients receiving IMFINZI monotherapy, immune-mediated pneumonitis occurred in 92 (3.1%) patients, including Grade 3 in 25 (0.8%) patients, Grade 4 in 2 (< 0.1%) patients, and Grade 5 in 6 (0.2%) patients. The median time to onset was 55 days (range: 2-785 days). Sixty-nine of the 92 patients received high-dose corticosteroid treatment (at least 40 mg prednisone or equivalent per day), 2 patients also received infliximab and 1 patient also received cyclosporine. IMFINZI was discontinued in 38 patients. Resolution occurred in 53 patients.   ",2.0
238,238,238,238,"<<START_SECTION>>Immune-mediated pneumonitis occurred more frequently in patients in the PACIFIC Study who had completed treatment with concurrent chemoradiation within 1 to 42 days prior to initiation of the study (9.9%), compared to the other patients in the combined safety database (1.8%). In the PACIFIC Study, (n= 475 in the IMFINZI arm, and n= 234 in the placebo arm) immune-mediated pneumonitis occurred in 47 (9.9%) patients in the IMFINZI treated group and 14 (6.0%) patients in the placebo group, including Grade 3 in 9 (1.9%) patients on IMFINZI vs. 6 (2.6%) patients on placebo and Grade 5 (fatal) in 4 (0.8%) patients on IMFINZI vs. 3 (1.3%) patients on placebo. The median time to onset in the IMFINZI treated group was 46 days (range: 2- 342 days) vs. 57 days (range: 26 - 253 days) in the placebo group. In the IMFINZI treated group, 30 patients received high dose corticosteroid treatment (at least 40 mg prednisone or equivalent per day), and 2 patients also received infliximab. In the placebo group, 12 patients received high dose corticosteroid treatment (at least 40 mg prednisone or equivalent per day) and 1 patient also received cyclophosphamide and tacrolimus. Resolution occurred for 29 patients in the IMFINZI treated group vs 6 in placebo. <<END_SECTION>> ",0,0,"Immune-mediated pneumonitis occurred more frequently in patients in the PACIFIC Study who had completed treatment with concurrent chemoradiation within 1 to 42 days prior to initiation of the study (9.9%), compared to the other patients in the combined safety database (1.8%). In the PACIFIC Study, (n= 475 in the IMFINZI arm, and n= 234 in the placebo arm) immune-mediated pneumonitis occurred in 47 (9.9%) patients in the IMFINZI treated group and 14 (6.0%) patients in the placebo group, including Grade 3 in 9 (1.9%) patients on IMFINZI vs. 6 (2.6%) patients on placebo and Grade 5 (fatal) in 4 (0.8%) patients on IMFINZI vs. 3 (1.3%) patients on placebo. The median time to onset in the IMFINZI treated group was 46 days (range: 2- 342 days) vs. 57 days (range: 26 - 253 days) in the placebo group. In the IMFINZI treated group, 30 patients received high dose corticosteroid treatment (at least 40 mg prednisone or equivalent per day), and 2 patients also received infliximab. In the placebo group, 12 patients received high dose corticosteroid treatment (at least 40 mg prednisone or equivalent per day) and 1 patient also received cyclophosphamide and tacrolimus. Resolution occurred for 29 patients in the IMFINZI treated group vs 6 in placebo. ",2.0
239,239,239,239,,0,0,,
240,240,240,240,<<START_SUBHEADING>>Immune-mediated hepatitis<<END_SUBHEADING>> ,0,0,Immune-mediated hepatitis,1.0
241,241,241,241,"<<START_SECTION>>In patients receiving IMFINZI monotherapy, immune-mediated hepatitis occurred in 67 (2.2%) patients, including Grade 3 in 35 (1.2%) patients, Grade 4 in 6 (0.2%) and Grade 5 in 4 (0.1%) patient. The median time to onset was 36 days (range: 3-333 days). Forty-four of the 67 patients received high-dose corticosteroid treatment (at least 40 mg prednisone or equivalent per day). Three patients also received mycophenolate treatment. IMFINZI was discontinued in 9 patients. Resolution occurred in 29 patients. <<END_SECTION>> ",0,0,"In patients receiving IMFINZI monotherapy, immune-mediated hepatitis occurred in 67 (2.2%) patients, including Grade 3 in 35 (1.2%) patients, Grade 4 in 6 (0.2%) and Grade 5 in 4 (0.1%) patient. The median time to onset was 36 days (range: 3-333 days). Forty-four of the 67 patients received high-dose corticosteroid treatment (at least 40 mg prednisone or equivalent per day). Three patients also received mycophenolate treatment. IMFINZI was discontinued in 9 patients. Resolution occurred in 29 patients. ",2.0
242,242,242,242,,0,0,,
243,243,243,243,<<START_SUBHEADING>>Immune-mediated colitis<<END_SUBHEADING>> ,0,0,Immune-mediated colitis,1.0
244,244,244,244,"<<START_SECTION>>In patients receiving IMFINZI monotherapy, immune-mediated colitis or diarrhoea occurred in 58 (1.9%) patients, including Grade 3 in 9 (0.3%) patients and Grade 4 in 2 (<0.1%) patients. The median time to onset was 70 days (range: 1-394 days). Thirty-eight of the 58 patients received highdose corticosteroid treatment (at least 40 mg prednisone or equivalent per day). One patient also received infliximab treatment and one patient also received mycophenolate treatment. IMFINZI was discontinued in 9 patients. Resolution occurred in 43 patients. <<END_SECTION>> ",0,0,"In patients receiving IMFINZI monotherapy, immune-mediated colitis or diarrhoea occurred in 58 (1.9%) patients, including Grade 3 in 9 (0.3%) patients and Grade 4 in 2 (<0.1%) patients. The median time to onset was 70 days (range: 1-394 days). Thirty-eight of the 58 patients received highdose corticosteroid treatment (at least 40 mg prednisone or equivalent per day). One patient also received infliximab treatment and one patient also received mycophenolate treatment. IMFINZI was discontinued in 9 patients. Resolution occurred in 43 patients. ",2.0
245,245,245,245,,0,0,,
246,246,246,246,<<START_SUBHEADING>>Immune-mediated endocrinopathies<<END_SUBHEADING>> ,0,0,Immune-mediated endocrinopathies,1.0
247,247,247,247,<<START_SUBHEADING>>Immune-mediated hypothyroidism<<END_SUBHEADING>> ,0,0,Immune-mediated hypothyroidism,1.0
248,248,248,248,"<<START_SECTION>>In patients receiving IMFINZI monotherapy, immune-mediated hypothyroidism occurred in 245 <<END_SECTION>>",0,0,"In patients receiving IMFINZI monotherapy, immune-mediated hypothyroidism occurred in 245 ",2.0
249,249,249,249,"<<START_SECTION>>(8.2%) patients, including Grade 3 in 4 ( 0.1%) patients. The median time to onset was 85 days <<END_SECTION>>",0,0,"(8.2%) patients, including Grade 3 in 4 ( 0.1%) patients. The median time to onset was 85 days ",2.0
250,250,250,250,"<<START_SECTION>>(range: 1-562 days).  Of the 245 patients, 240 patients received hormone replacement therapy, 6 patients received high-dose corticosteroids (at least 40 mg prednisone or equivalent per day) for immune-mediated hypothyroidism followed by hormone replacement. No patients discontinued IMFINZI due to immune-mediated hypothyroidism. Immune-mediated hypothyroidism was preceded by immune-mediated hyperthyroidism in 20 patients or immune-mediated thyroiditis in  3 patients.  <<END_SECTION>> ",0,0,"(range: 1-562 days).  Of the 245 patients, 240 patients received hormone replacement therapy, 6 patients received high-dose corticosteroids (at least 40 mg prednisone or equivalent per day) for immune-mediated hypothyroidism followed by hormone replacement. No patients discontinued IMFINZI due to immune-mediated hypothyroidism. Immune-mediated hypothyroidism was preceded by immune-mediated hyperthyroidism in 20 patients or immune-mediated thyroiditis in  3 patients.  ",2.0
251,251,251,251,,0,0,,
252,252,252,252,<<START_SUBHEADING>>Immune-mediated hyperthyroidism<<END_SUBHEADING>> ,0,0,Immune-mediated hyperthyroidism,1.0
253,253,253,253,"<<START_SECTION>>In patients receiving IMFINZI monotherapy, immune-mediated hyperthyroidism occurred in 50 (1.7%) patients, there were no Grade 3 or 4 cases. The median time to onset was 43 days (range:  1-253 days). Forty six of the 50 patients received medical therapy (thiamazole, carbimazole, propylthiouracil, perchlorate, calcium channel blocker, or beta-blocker), 11 patients received systemic corticosteroids and 4 of the 11 patients received high-dose systemic corticosteroid treatment (at least 40 mg prednisone or equivalent per day). One patient discontinued IMFINZI  due to immune-mediated hyperthyroidism. Resolution occurred in 39 patients. <<END_SECTION>> ",0,0,"In patients receiving IMFINZI monotherapy, immune-mediated hyperthyroidism occurred in 50 (1.7%) patients, there were no Grade 3 or 4 cases. The median time to onset was 43 days (range:  1-253 days). Forty six of the 50 patients received medical therapy (thiamazole, carbimazole, propylthiouracil, perchlorate, calcium channel blocker, or beta-blocker), 11 patients received systemic corticosteroids and 4 of the 11 patients received high-dose systemic corticosteroid treatment (at least 40 mg prednisone or equivalent per day). One patient discontinued IMFINZI  due to immune-mediated hyperthyroidism. Resolution occurred in 39 patients. ",2.0
254,254,254,254,,0,0,,
255,255,255,255,<<START_SUBHEADING>>Immune-mediated thyroiditis<<END_SUBHEADING>> ,0,0,Immune-mediated thyroiditis,1.0
256,256,256,256,"<<START_SECTION>>In patients receiving IMFINZI monotherapy, immune-mediated thyroiditis occurred in 12 (0.4%) patients, including Grade 3 in 2 ( <0.1%) patients. The median time to onset was 49 days (range: 14-106 days). Of the 12 patients, 10 patients received hormone replacement therapy, 1 patient received high-dose corticosteroids (at least 40 mg prednisone or equivalent per day). One patient discontinued IMFINZI due to immune-mediated thyroiditis.    <<END_SECTION>> ",0,0,"In patients receiving IMFINZI monotherapy, immune-mediated thyroiditis occurred in 12 (0.4%) patients, including Grade 3 in 2 ( <0.1%) patients. The median time to onset was 49 days (range: 14-106 days). Of the 12 patients, 10 patients received hormone replacement therapy, 1 patient received high-dose corticosteroids (at least 40 mg prednisone or equivalent per day). One patient discontinued IMFINZI due to immune-mediated thyroiditis.    ",2.0
257,257,257,257,,0,0,,
258,258,258,258,<<START_SUBHEADING>>Immune-mediated adrenal insufficiency<<END_SUBHEADING>> ,0,0,Immune-mediated adrenal insufficiency,1.0
259,259,259,259,"<<START_SECTION>>In patients receiving IMFINZI monotherapy, immune-mediated adrenal insufficiency occurred in 14 (0.5%) patients, including Grade 3 in 3 (<0.1%) patients. The median time to onset was 145.5 days (range: 20-547 days). All 14 patients received systemic corticosteroids; 4 of the 14 patients received high-dose corticosteroid treatment (at least 40 mg prednisone or equivalent per day). No patients discontinued IMFINZI due to immune-mediated adrenal insufficiency. Resolution occurred in 3 patients.  <<END_SECTION>> ",0,0,"In patients receiving IMFINZI monotherapy, immune-mediated adrenal insufficiency occurred in 14 (0.5%) patients, including Grade 3 in 3 (<0.1%) patients. The median time to onset was 145.5 days (range: 20-547 days). All 14 patients received systemic corticosteroids; 4 of the 14 patients received high-dose corticosteroid treatment (at least 40 mg prednisone or equivalent per day). No patients discontinued IMFINZI due to immune-mediated adrenal insufficiency. Resolution occurred in 3 patients.  ",2.0
260,260,260,260,,0,0,,
261,261,261,261,<<START_SUBHEADING>>Immune-mediated type 1 diabetes mellitus<<END_SUBHEADING>> ,0,0,Immune-mediated type 1 diabetes mellitus,1.0
262,262,262,262,"<<START_SECTION>>In patients receiving IMFINZI monotherapy, immune-mediate type 1 diabetes mellitus occurred in <<END_SECTION>>",0,0,"In patients receiving IMFINZI monotherapy, immune-mediate type 1 diabetes mellitus occurred in ",2.0
263,263,263,263,<<START_SECTION>>16 (0.5%) patients including Grade 3 in 6 (0.2%) patients. The median time to onset was 43 days (range 9-196). Fourteen of the 16 patients received endocrine therapy and 3 out of 16 patients received high-dose corticosteroid treatment (at least 40 mg prednisone or equivalent per day).  One patient discontinued IMFINZI due to immune-mediated type 1 diabetes mellitus. Resolution occurred in 11 patients.   <<END_SECTION>> ,0,0,16 (0.5%) patients including Grade 3 in 6 (0.2%) patients. The median time to onset was 43 days (range 9-196). Fourteen of the 16 patients received endocrine therapy and 3 out of 16 patients received high-dose corticosteroid treatment (at least 40 mg prednisone or equivalent per day).  One patient discontinued IMFINZI due to immune-mediated type 1 diabetes mellitus. Resolution occurred in 11 patients.   ,2.0
264,264,264,264,,0,0,,
265,265,265,265,<<START_SUBHEADING>>Immune-mediated hypophysitis/hypopituitarism<<END_SUBHEADING>> ,0,0,Immune-mediated hypophysitis/hypopituitarism,1.0
266,266,266,266,"<<START_SECTION>>In patients receiving IMFINZI monotherapy, immune-mediated hypophysitis/hypopituitarism occurred in 2 (<0.1%) patients both Grade 3. The time to onset for the events was 44 days and 50 days. Both patients received high-dose corticosteroid treatment (at least 40 mg prednisone or equivalent per day) and one patient discontinued IMFINZI due to immune-mediated hypophysitis/hypopituitarism. <<END_SECTION>> ",0,0,"In patients receiving IMFINZI monotherapy, immune-mediated hypophysitis/hypopituitarism occurred in 2 (<0.1%) patients both Grade 3. The time to onset for the events was 44 days and 50 days. Both patients received high-dose corticosteroid treatment (at least 40 mg prednisone or equivalent per day) and one patient discontinued IMFINZI due to immune-mediated hypophysitis/hypopituitarism. ",2.0
267,267,267,267,,0,0,,
268,268,268,268,<<START_SUBHEADING>>Immune-mediated nephritis<<END_SUBHEADING>>  ,0,0,Immune-mediated nephritis,1.0
269,269,269,269,"<<START_SECTION>>In patients receiving IMFINZI monotherapy, immune-mediated nephritis occurred in 14 (0.5%) patients, including Grade 3 in 2 (<0.1%) patients. The median time to onset was 71 days (range:  4-393 days). Nine patients received high-dose corticosteroid treatment (at least 40 mg prednisone or equivalent per day) and 1 patient  also received mycophenolate. IMFINZI was discontinued in 5 patients. Resolution occurred in 8 patients. <<END_SECTION>> ",0,0,"In patients receiving IMFINZI monotherapy, immune-mediated nephritis occurred in 14 (0.5%) patients, including Grade 3 in 2 (<0.1%) patients. The median time to onset was 71 days (range:  4-393 days). Nine patients received high-dose corticosteroid treatment (at least 40 mg prednisone or equivalent per day) and 1 patient  also received mycophenolate. IMFINZI was discontinued in 5 patients. Resolution occurred in 8 patients. ",2.0
270,270,270,270,,0,0,,
271,271,271,271,<<START_SUBHEADING>>Immune-mediated rash<<END_SUBHEADING>> ,0,0,Immune-mediated rash,1.0
272,272,272,272,"<<START_SECTION>>In patients receiving IMFINZI monotherapy, immune-mediated rash or dermatitis (including pemphigoid) occurred in 50 (1.7%) patients, including Grade 3 in 12 (0.4%) patients. The median time to onset was 43 days (range: 4-333 days). Twenty-four of the 50 patients received high-dose corticosteroid treatment (at least 40 mg prednisone or equivalent per day). IMFINZI was discontinued in 3 patients. Resolution occurred in 31 patients. <<END_SECTION>> ",0,0,"In patients receiving IMFINZI monotherapy, immune-mediated rash or dermatitis (including pemphigoid) occurred in 50 (1.7%) patients, including Grade 3 in 12 (0.4%) patients. The median time to onset was 43 days (range: 4-333 days). Twenty-four of the 50 patients received high-dose corticosteroid treatment (at least 40 mg prednisone or equivalent per day). IMFINZI was discontinued in 3 patients. Resolution occurred in 31 patients. ",2.0
273,273,273,273,,0,0,,
274,274,274,274,<<START_SUBHEADING>>Immune-mediated neurological adverse events in ongoing and completed trials <<END_SUBHEADING>> ,0,0,Immune-mediated neurological adverse events in ongoing and completed trials ,1.0
275,275,275,275,,0,0,,
276,276,276,276,"<<START_SECTION>> Meningitis, encephalitis, and Guillain-Barre syndrome. <<END_SECTION>> ",0,0," Meningitis, encephalitis, and Guillain-Barre syndrome. ",2.0
277,277,277,277,,0,0,,
278,278,278,278,<<START_SUBHEADING>>Infusion-related reactions<<END_SUBHEADING>> ,0,0,Infusion-related reactions,1.0
279,279,279,279,"<<START_SECTION>>In patients receiving IMFINZI monotherapy, infusion related reactions occurred in 49 (1.6%) patients, including Grade 3 in 5 (0.2%) patients. There were no Grade 4 or 5 events. <<END_SECTION>> ",0,0,"In patients receiving IMFINZI monotherapy, infusion related reactions occurred in 49 (1.6%) patients, including Grade 3 in 5 (0.2%) patients. There were no Grade 4 or 5 events. ",2.0
280,280,280,280,,0,0,,
281,281,281,281,<<START_SUBHEADING>>Reporting of suspected adverse reactions<<END_SUBHEADING>> ,0,0,Reporting of suspected adverse reactions,1.0
282,282,282,282,<<START_SECTION>>Reporting suspected adverse reactions after registration of the medicinal product is important. It allows continued monitoring of the benefit-risk balance of the medicinal product. Healthcare professionals are asked to report any suspected adverse reactions at  <<END_SECTION>> ,0,0,Reporting suspected adverse reactions after registration of the medicinal product is important. It allows continued monitoring of the benefit-risk balance of the medicinal product. Healthcare professionals are asked to report any suspected adverse reactions at  ,2.0
283,283,283,283,,0,0,,
284,284,284,284,<<START_SUBHEADING>>	4.9 	Overdose<<END_SUBHEADING>> ,0,0,	4.9 	Overdose,1.0
285,285,285,285,"<<START_SECTION>>There is no specific treatment in the event of durvalumab overdose, and symptoms of overdose are not established. In the event of an overdose, physicians should follow general supportive measures and should treat symptomatically. <<END_SECTION>>",0,0,"There is no specific treatment in the event of durvalumab overdose, and symptoms of overdose are not established. In the event of an overdose, physicians should follow general supportive measures and should treat symptomatically. ",2.0
286,286,286,286,"<<START_SECTION>>For information on the management of overdose, contact the Poison Information Centre on 131126 (Australia). <<END_SECTION>> ",0,0,"For information on the management of overdose, contact the Poison Information Centre on 131126 (Australia). ",2.0
287,287,287,287,,0,0,,
288,288,288,288,<<START_HEADING>>5 	PHARMACOLOGICAL PROPERTIES<<END_HEADING>> ,0,0,5 	PHARMACOLOGICAL PROPERTIES,0.0
289,289,289,289, ,0,0, ,
290,290,290,290,<<START_SUBHEADING>>	5.1 	Pharmacodynamic properties <<END_SUBHEADING>> ,0,0,	5.1 	Pharmacodynamic properties ,1.0
291,291,291,291,,0,0,,
292,292,292,292,<<START_SUBHEADING>>Mechanism of action <<END_SUBHEADING>> ,0,0,Mechanism of action ,1.0
293,293,293,293,,0,0,,
294,294,294,294,"<<START_SECTION>>Expression of programmed cell death ligand-1 (PD-L1) protein is an adaptive immune response that helps tumours evade detection and elimination by the immune system. PD-L1 expression can be induced by inflammatory signals (e.g. IFN-gamma) and can be expressed on both tumour cells and tumour-associated immune cells in tumour microenvironment. PD-L1 blocks T-cell function and activation through interaction with PD-1 and CD80 (B7.1). By binding to its receptors, PD-L1 reduces cytotoxic T-cell activity, proliferation, and cytokine production. <<END_SECTION>>",0,0,"Expression of programmed cell death ligand-1 (PD-L1) protein is an adaptive immune response that helps tumours evade detection and elimination by the immune system. PD-L1 expression can be induced by inflammatory signals (e.g. IFN-gamma) and can be expressed on both tumour cells and tumour-associated immune cells in tumour microenvironment. PD-L1 blocks T-cell function and activation through interaction with PD-1 and CD80 (B7.1). By binding to its receptors, PD-L1 reduces cytotoxic T-cell activity, proliferation, and cytokine production. ",2.0
295,295,295,295,"<<START_SECTION>>Durvalumab is a fully human, high affinity, immunoglobulin G1 kappa (IgG1κ) monoclonal antibody that blocks the interaction of PD-L1 with PD-1 and CD80 (B7.1). Durvalumab does not induce antibody dependent cell-mediated cytotoxicity (ADCC). Blockade of PD-L1/PD-1 and PDL1/CD80 interactions enhances antitumour immune responses. These antitumour responses may result in tumour elimination. <<END_SECTION>>",0,0,"Durvalumab is a fully human, high affinity, immunoglobulin G1 kappa (IgG1κ) monoclonal antibody that blocks the interaction of PD-L1 with PD-1 and CD80 (B7.1). Durvalumab does not induce antibody dependent cell-mediated cytotoxicity (ADCC). Blockade of PD-L1/PD-1 and PDL1/CD80 interactions enhances antitumour immune responses. These antitumour responses may result in tumour elimination. ",2.0
296,296,296,296,"<<START_SECTION>>In preclinical studies, PD-L1 blockade by durvalumab led to increased T-cell activation and decreased tumour size in xenograft mouse models of human melanoma and/or pancreatic cancer cells as well as mouse syngeneic colorectal cancer. <<END_SECTION>> ",0,0,"In preclinical studies, PD-L1 blockade by durvalumab led to increased T-cell activation and decreased tumour size in xenograft mouse models of human melanoma and/or pancreatic cancer cells as well as mouse syngeneic colorectal cancer. ",2.0
297,297,297,297,,0,0,,
298,298,298,298,<<START_SUBHEADING>>Clinical trials<<END_SUBHEADING>> ,0,0,Clinical trials,1.0
299,299,299,299, ,0,0, ,
300,300,300,300,"<<START_SECTION>>Durvalumab doses of 10 mg/kg every 2 weeks or 1500 mg every 4 weeks were evaluated in NSCLC and ES-SCLC clinical studies. Based on the modelling and simulation of exposure, exposure-safety relationships and exposure-efficacy data comparisons, there are no anticipated clinically significant differences in efficacy and safety between durvalumab doses of 10 mg/kg every 2 weeks or 1500 mg every 4 weeks. <<END_SECTION>> ",0,0,"Durvalumab doses of 10 mg/kg every 2 weeks or 1500 mg every 4 weeks were evaluated in NSCLC and ES-SCLC clinical studies. Based on the modelling and simulation of exposure, exposure-safety relationships and exposure-efficacy data comparisons, there are no anticipated clinically significant differences in efficacy and safety between durvalumab doses of 10 mg/kg every 2 weeks or 1500 mg every 4 weeks. ",2.0
301,301,301,301,,0,0,,
302,302,302,302,<<START_SUBHEADING>>Non-small cell lung cancer (NSCLC) <<END_SUBHEADING>> ,0,0,Non-small cell lung cancer (NSCLC) ,1.0
303,303,303,303, ,0,0, ,
304,304,304,304,"<<START_SECTION>>Randomised, placebo-controlled phase 3 study in patients with locally advanced, unresectable NSCLC after chemoradiation (PACIFIC study) <<END_SECTION>>",0,0,"Randomised, placebo-controlled phase 3 study in patients with locally advanced, unresectable NSCLC after chemoradiation (PACIFIC study) ",2.0
