text,label
"When penicillin is contraindicated, tetracyclines are alternative drugs in the treatment of the following infections:",2
"Aciphex Sprinkle can cause serious side effects, including:",2
"Advise patients that if more than one topical ophthalmic medication is being used, the medicines should be administered at least 5 minutes apart.",2
"Nonteratogenic effects: [see Warnings and Precautions (5.1, 5.7)].",2
"Dispense in a tight, light-resistant container with a child-resistance closure.",2
ACAM2000 Description,0
"Published data from observational studies, birth registries, and case reports on the use of atypical antipsychotics during pregnancy do not report a clear association with antipsychotics and major birth defects. A retrospective study from a Medicaid database of 9258 women exposed to antipsychotics during pregnancy did not indicate an overall increased risk for major birth defects.",2
"Adasuve can cause bronchospasm that has the potential to lead to respiratory distress and respiratory arrest, particularly in patients with lung diseases. Administer Adasuve only in a certified healthcare setting that has immediate access on site to supplies and healthcare professionals competent in the management of acute bronchospasm and access to emergency assistance for symptoms that require immediate medical attention [see Warnings and Precautions (5.1, 5.2)] . Certified healthcare settings must have a short-acting bronchodilator (e.g. albuterol) available for the immediate treatment of bronchospasm; this short-acting bronchodilator can be delivered by inhaler (with spacer) or nebulizer. Prior to administering Adasuve, screen patients regarding a current diagnosis, history, or symptoms of asthma, COPD and other lung diseases, and assess (including chest auscultation) patients for respiratory signs. Monitor for signs and symptoms of bronchospasm following treatment with Adasuve [see Dosage and Administration (2.2, 2.4) and Contraindications (4)] .",2
"Acetazolamide extended-release capsules are, for oral administration, each containing 500 mg of acetazolamide and the following inactive ingredients: hydroxypropyl cellulose, microcrystalline cellulose, sodium lauryl sulfate and talc.",2
Near ADD Determination,1
White Grape-Flavored Liquid,1
Do not use Actidose® with Sorbitol or Actidose®-Aqua in any person known to have a rare autosomal recessive genetic intolerance to fructose. Do not use Actidose® with Sorbitol in patients who are dehydrated. Actidose® with Sorbitol may cause excessive diarrhea.,2
Adrenalin®,1
"Data on the incidence of adverse events among U.S. military personnel and civilian first responders vaccinated with Dryvax®, a licensed live vaccinia virus smallpox vaccine, during vaccination programs initiated in December 2002 are shown below in Table 2. The incidence of preventable adverse events (eczema vaccinatum, contact transmission, and auto-inoculation) were notably lower in these programs when compared with data collected in the 1960s; presumably because of better vaccination screening procedures and routine use of protective bandages over the inoculation site. Myocarditis and pericarditis were not commonly reported following smallpox vaccination in the 1960s, but emerged as a more frequent event based on more active surveillance in the military and civilian programs.",2
"AirDuo Digihaler contains a built-in electronic module which detects, records, and stores data on inhaler events, including peak inspiratory flow rate (L/minute), for transmission to the mobile App where inhaler events are categorized. Use of the App is not required for administration of fluticasone propionate and salmeterol to the patient.  There is no evidence the use of the App leads to improved clinical outcomes, including safety and effectiveness [see How Supplied/Storage and Handling (16)]. ",2
Frequently asked questions,0
No formal drug-drug interaction studies were conducted with Adapalene Lotion.,2
"The estimated background risk of major birth defects and miscarriage for the indicated population is unknown. All pregnancies have a background risk of birth defect, loss, or other adverse outcomes. In the U.S. general population, the estimated background risk of major birth defects and miscarriage in clinically recognized pregnancies is 2-4 and 15-20%, respectively.",2
Introduction,1
Pericarditis and myocarditis have also been reported during or following doxorubicin treatment.,2
Close container tightly when not in use.,2
Grifols Biologicals LLC,1
"Prime Advair HFA before using for the first time by releasing 4 sprays into the air away from the face, shaking well for 5 seconds before each spray. In cases where the inhaler has not been used for more than 4 weeks or when it has been dropped, prime the inhaler again by releasing 2 sprays into the air away from the face, shaking well for 5 seconds before each spray. Avoid spraying in eyes.",2
"Alclometasone dipropionate has the molecular weight of 521. It is a white powder, insoluble in water, slightly soluble in propylene glycol, and moderately soluble in hexylene glycol.",2
"Fort Worth, Texas 76177 USA",2
What are the ingredients in Accuneb®?,2
Too much ,1
SAFETY AND EFFICACY:,0
"The dose of this combination product is limited by the amount of codeine phosphate per capsule. For adults, a single dose of codeine phosphate should not exceed 60 mg. For children, the usual recommended single dose is 0.5 mg/kg.",2
More about Aldactazide (hydrochlorothiazide / spironolactone),0
August 2006,2
"Manufactured by Exelead, Inc., Indianapolis, IN 46268",2
Aerospan inhalation aerosol 60 Sprays Check-Off Chart,2
1- 3cc Syringe w/ 18-22 Gauge 1-1 1/2in Needle (Draw),2
The developmental and health benefits of breastfeeding should be considered along with the mother's clinical need for Alfentanil HCl Injection and any potential adverse effects on the breastfed infant from Alfentanil HCl Injection or from the underlying maternal condition.,2
First Treatment Day,2
"Distributed by: Leadiant
Biosciences, Inc.
Gaithersburg, MD 20878
Manufactured by: Exelead, Inc.
Indianapolis, IN 46268",2
"I have received a copy of the T.A.P.P. brochure. My prescriber has answered all my questions about Acitretin Capsules. I understand that it is my responsibility to follow my doctor’s instructions, and not to get pregnant during treatment with Acitretin Capsules or for at least 3 years after I stop taking Acitretin Capsules.",2
"In a one-year, open-label safety study of 551 patients with acne who received Adapalene gel, 0.3%, the pattern of adverse reactions was similar to the 12-week controlled study.",2
"2.9 mg/5 mL
(0.58 mg/mL)",2
FOR INTRAMUSCULAR INJECTION,2
"Inactive ingredients: carbopol 980, edetate disodium, methylparaben, poloxamer 124, propylene glycol, purified water and sodium hydroxide. May contain hydrochloric acid for pH adjustment.",2
"The recommended dose is 0.9 mg/kg (not to exceed 90 mg total dose), with 10% of the total dose administered as an initial intravenous bolus over 1 minute and the remainder infused over 60 minutes.",2
"100 mg/mL
50 mL Preserved Multiple Dose Vial",2
"In the case of severe neutropenia (<500 cells/mm3 for seven days or more) during a course of Abraxane therapy, reduce the dose of Abraxane in subsequent courses in patients with either MBC or NSCLC.",2
Aciphex Sprinkle is available for oral administration as 5 mg and 10 mg rabeprazole sodium delayed-release capsules containing enteric coated granules.,2
Emergencies,1
20 COATED CAPLETS*,2
Do not take Aggrenox if you:,2
"
The relevance of this finding to humans is unknown.",2
"In those unusual instances where adequate control is not obtained by the twice-a-day administration of acetazolamide extended-release capsules, the desired control may be established by means of acetazolamide (tablets or parenteral). Use tablets or parenteral in accordance with the more frequent dosage schedules recommended for these dosage forms, such as 250 mg every four hours, or an initial dose of 500 mg followed by 250 mg or 125 mg every four hours, depending on the case in question.",2
Beta-Blockers,1
reactions                                                    -dizziness,2
Net Contents: 500 mL,1
3A Select 2 units by turning the dose selector until the dose pointer is at the 2 mark.,2
"Decreases in bone mineral density, musculoskeletal symptoms (sometimes severe) including back pain, arthralgia, musculoskeletal pain, neck pain, extremity pain, myalgia, musculoskeletal stiffness [see Warnings and Precautions (5.12)], skeletal hyperostosis, calcification of tendons and ligaments, premature epiphyseal closure, tendonitis, arthritis, transient chest pain, and rare reports of rhabdomyolysis.",2
"Distributed by: GSK Consumer Healthcare, Warren, NJ 07059",2
For Oral Inhalation Only,1
Precautions:,2
"Inform patients that Acetaminophen, Caffeine, and Dihydrocodeine Bitartrate Tablets could cause a rare but potentially life-threatening condition resulting from concomitant administration of serotonergic drugs. Warn patients of the symptoms of serotonin syndrome and to seek medical attention right away if symptoms develop.",2
"• Certain foods or drinks are more likely to cause heartburn, such as rich, spicy, fatty, and fried foods, chocolate, caffeine, alcohol, even some fruits and vegetables",2
The following adverse reactions not reflected in Table 1 occurred during titration with an overall frequency of 1% or greater and are listed in descending order of frequency within each body system.,2
"Inactive ingredients specific to a dose strength: 5 mg—ferric oxide yellow, lactose monohydrate; 30 mg—lactose monohydrate; 35 mg—ferric oxide red, ferric oxide yellow, lactose monohydrate; 75 mg—ferric oxide red; 150 mg—FD&C blue #2 aluminum lake.",2
"Figure 1 
Nonvertebral Osteoporosis-Related Fractures Cumulative Incidence Over 3 Years Combined VERT MN and VERT NA",2
Advicor should be used with caution in patients with renal disease.,2
"Patients with type 2 diabetes may have fatty liver disease or cardiac disease with episodic congestive heart failure, both of which may cause liver test abnormalities, and they may also have other forms of liver disease, many of which can be treated or managed. Therefore, obtaining a liver test panel (serum alanine aminotransferase [ALT], aspartate aminotransferase [AST], alkaline phosphatase, and total bilirubin) and assessing the patient is recommended before initiating Actoplus Met XR therapy.",2
Your doctor will decide whether Adderall® can be taken with other medicines.,2
Herpes Simplex Encephalitis,1
"Once you have opened the lens package, removed, and examined the lens, follow these steps to insert the lens into your eye:",2
"Admelog is a sterile, aqueous, clear, and colorless solution. Each milliliter of Admelog contains insulin lispro 100 units, 16 mg glycerin, 1.88 mg dibasic sodium phosphate, 3.15 mg metacresol, zinc oxide content adjusted to provide 0.0197 mg zinc ion, and Water for Injection. Insulin lispro has a pH of 7.0 to 7.8. The pH is adjusted by addition of aqueous solutions of hydrochloric acid and/or sodium hydroxide.",2
"Inform patients that because ALBUMINEX 5% is derived from human blood plasma it may contain infectious agents that cause disease (e.g. viruses and, theoretically CJD agent) although the risk of infection from ALBUMINEX 5% has been reduced by the procedures used in donor selection and during manufacture [see Infectious Diseases (5.6) and Description (11)].",2
More about riociguat,0
20 mg,2
signs of acute intoxication or late sequelae. Blood level in one child 90 minutes after ingestion was 700 ug / mL - about 10 times the peak levels seen in,2
April 2020,2
"""Patient's Instructions for Use.""",1
"Bone histology in 270 postmenopausal patients with osteoporosis treated with Alendronate sodium at doses ranging from 1 to 20 mg/day for one, two, or three years revealed normal mineralization and structure, as well as the expected decrease in bone turnover relative to placebo. These data, together with the normal bone histology and increased bone strength observed in rats and baboons exposed to long-term Alendronate treatment, support the conclusion that bone formed during therapy with Alendronate sodium is of normal quality.",2
Figure 1: Mean Concentration of D-Amphetamine and L-Amphetamine vs Time for a 15 mL Dose of ADZENYS ER (18.8 mg amphetamine base equivalent) and Mixed Salts of a Single-Entity Amphetamine Product Extended-Release Capsules (MAS ER 30 mg) in the Fasted State,2
"Manufactured by:
sanofi-aventis U.S. LLC
Bridgewater, NJ 08807
A SANOFI COMPANY
U.S. License No. 1752",2
Store in refrigerator.  Avoid applying heat,2
No relationship was apparent between oral clearance and age or sex in patients with cancer.,2
Diphenhydramine hydrochloride,1
12.5 g,2
http://www.fda.gov/AnimalVeterinary/SafetyHealth,1
"Both total and ionized calcium decreased in pregnant rats dosed orally with 15 mg/kg/day alendronate (approximately 4 times the 40 mg clinical daily dose) resulting in delays and failures of delivery. Protracted parturition due to maternal hypocalcemia was observed when rats were treated from before mating through gestation starting at 0.5 mg/kg/day (approximately one tenth the 40 mg clinical daily dose). Maternotoxicity (late pregnancy deaths) also occurred in female rats treated orally with 15 mg/kg/day (approximately 4 times the 40 mg clinical daily dose) for varying gestational time periods. These maternal deaths were lessened but not eliminated by cessation of treatment. Calcium supplementation in the drinking water or by subcutaneous minipump to rats dosed orally with 15 mg/kg/day alendronate could not ameliorate the hypocalcemia or prevent the dystocia-related maternal and neonatal deaths. However, intravenous calcium supplementation prevented maternal, but not neonatal deaths.",2
Adult Hypertension,2
"No PTPs developed neutralizing antibodies (inhibitors) to Factor VIII or antibodies against CHO host cell proteins at any time during the completed clinical studies. Four subjects in the adult/adolescent study and 10 subjects in the pediatric study were negative for non-neutralizing anti-drug antibodies (ADAs) at screening and turned positive during the clinical study. Two of the adult/adolescent subjects and 3 of the pediatric subjects who developed ADAs were negative at end of study visit. No adverse events were associated with the development of ADAs. The detection of antibody formation is highly dependent on the sensitivity and specificity of the assay. Additionally, the observed incidence of antibody positivity in an assay may be influenced by several factors, including assay methodology, sample handling, timing of sample collection, concomitant medications, and underlying disease. For these reasons, it may be misleading to compare the incidence of antibodies to Afstyla with the incidence of antibodies to other products.",2
Iodoquinol,2
Neuroleptic Malignant Syndrome (NMS),1
Hypotension and Syncope with addyi Alone,1
Know the medicines your child takes. Keep a list of them and show it to your child's doctor and pharmacist each time your child gets a new medicine.,2
"Alendronate sodium decreases the rate of bone resorption directly, which leads to an indirect decrease in bone formation. In clinical trials, Alendronate sodium 40 mg once daily for six months produced significant decreases in serum alkaline phosphatase as well as in urinary markers of bone collagen degradation. As a result of the inhibition of bone resorption, Alendronate sodium induced generally mild, transient, and asymptomatic decreases in serum calcium and phosphate.",2
Observational Study,2
"The brands listed are trademarks of their respective owners and are not trademarks of Lupin Pharmaceuticals, Inc. The makers of these brands are not affiliated with and do not endorse Lupin Pharmaceuticals, Inc. or its products.",2
Avoid the concomitant use of CYP3A4 inducers with Abilify Maintena for greater than 14 days because the blood levels of aripiprazole are decreased and may be below the effective levels.,2
Advicor Description,0
"quantitatively less, of shorter duration, and reversible.",2
Epinephrine should not be administered concomitantly with other sympathomimetic drugs (such as isoproterenol) because of possible additive effects and increased toxicity. Combined effects may induce serious cardiac arrhythmias. They may be administered alternately when the preceding effect of other such drugs has subsided.,2
Activella - Clinical Pharmacology,0
WARNINGS: Skeletal,1
Ortho,1
Indications and Usage for Abacavir Oral Solution,0
Asthma exacerbations,2
"Table 8 shows the proportion of patients with changes in fasting glucose levels from the pooled adolescent schizophrenia and pediatric bipolar patients (median exposure of 42 to 43 days), from two placebo-controlled trials in pediatric patients (6 to 17 years) with irritability associated with autistic disorder (median exposure of 56 days), and from the two placebo-controlled trials in pediatric patients (6 to 18 year) with Tourette's Disorder (median exposure 57 days).",2
ALLERGAN™ ,2
Metabolic and Nutritional Disorders,2
sign of hypersensitivity.,2
5.13 Effect on Growth,1
Elevated Blood Pressure,1
Other fibrates,1
"       The pharmacokinetics of brentuximab vedotin and MMAE were evaluated after the
       administration of 1.2 mg/kg of Adcetris to patients with mild (CrCL >50–80 mL/min; n=4),
       moderate (CrCL 30–50 mL/min; n=3) and severe (CrCL <30 mL/min; n=3) renal impairment.
       The AUC of MMAE was approximately 2-fold higher in patients with severe renal impairment
       compared to patients with normal renal function and not meaningfully altered in patients with
       mild or moderate renal impairment.",2
37.5 mg,1
Ketorolac tromethamine is a racemic mixture of [-]S and [+]R ketorolac tromethamine. Ketorolac tromethamine may exist in three crystal forms. All forms are equally soluble in water. Ketorolac tromethamine has a pKa of 3.5 and an n-octanol/water partition coefficient of 0.26. The molecular weight of ketorolac tromethamine is 376.40.,2
"Abacavir and Lamivudine Tablets are a prescription medicine used with other HIV-1 medicines to treat HIV-1 infection.

HIV-1 is the virus that causes Acquired Immune Deficiency Syndrome (AIDS).

Abacavir and Lamivudine Tablets contain the prescription medicines abacavir and lamivudine.",2
7. Gallbladder Disease,1
"During routine monitoring in the 12 week controlled phase, a decrease in neutrophil below 1 × 109 per L occurred in 7% of patients in the Actemra-IV group, and in no patients in the placebo group. In the open label extension over an average duration of 73 weeks of treatment, a decreased neutrophil count occurred in 17% of the Actemra-IV group. There was no clear relationship between decrease in neutrophils below 1 × 109 per L and the occurrence of serious infections.",2
Lidocaine and prilocaine cream should not be used in neonates with a gestational age less than 37 weeks nor in infants under the age of 12 months who are receiving treatment with methemoglobin-inducing agents (see  Methemoglobinemia subsection of WARNINGS).,2
Note: The Adrenalin® 30 mL multiple-dose vial is not for ophthalmic use. USE ONLY THE ADRENALIN 1 ML SINGLE-USE VIAL FOR OPHTHALMIC USE.,2
"Dosing should be initiated at 2 mg/day. The dose should be increased to 5 mg/day, with subsequent increases to 10 or 15 mg/day if needed. Dose adjustments of up to 5 mg/day should occur gradually, at intervals of no less than 1 week [see Clinical Studies (14.4)]. Patients should be periodically reassessed to determine the continued need for maintenance treatment.",2
"Restricted Drug - California.
Use Only as Directed.",2
"b Data from studies in patients with cytologically proven cancer being treated with chemotherapy or neutropenic patients with
presumed or proven fungal infection. Infusion rate was 2.5 mg/kg/h.",2
"Alkindi Sprinkle are oral granules contained within hard capsules. The inactive ingredients in the granules are microcrystalline cellulose, hypromellose, magnesium stearate and ethyl cellulose and the capsule shell contains hypromellose. The printing ink contains shellac, propylene glycol and concentrated ammonia solution. The printing ink also contains red iron oxide, potassium hydroxide for 0.5 mg (red), indigotine for 1 mg (blue), indigotine, yellow iron oxide, titanium dioxide for 2 mg (green) and titanium dioxide, black iron oxide, potassium hydroxide for 5 mg (gray).",2
"Because clinical studies are conducted under widely varying conditions, adverse reaction rates observed in the clinical trials of a drug cannot be directly compared to rates in the clinical trials of another drug and may not reflect the rates observed in practice.",2
Check to make sure the activation window is white before continuing in this section.,2
"For more information about the TIRF REMS Access program, go to www.TIRFREMSAccess.com or call 1-866-822-1483.",2
"The contact lens material (etafilcon A) is a copolymer of 2-hydroxyethyl methacrylate and methacrylic acid cross-linked with 1, 1, 1-trimethylol propane trimethacrylate and ethylene glycol dimethacrylate. ACUVUE® Theravision™ with Ketotifen contact lenses are tinted blue using blue 2-hydroxyethyl methacrylate to make the lenses more visible for handling.",2
Non-Site Specific,2
"There are no safe conversion directions available for patients on any other fentanyl products. (Note: This includes oral, transdermal, or parenteral formulations of fentanyl.) Therefore, for opioid tolerant patients, the initial dose of Actiq should always be 200 mcg. Each patient should be individually titrated to provide adequate analgesia while minimizing side effects [see Dosage and Administration (2.4)].",2
"Manufactured for:
Burel Pharmaceuticals, Inc.
Brandon, MS 39042

Manufactured by:
Aurobindo Pharma Limited Hyderabad-500 090, India

EPIVIR, TRIUMEQ, TRIZIVIR, and ZIAGEN are trademarks owned by or licensed to the ViiV Healthcare group of companies.

The other brands listed are trademarks owned by or licensed to their respective owners and are not trademarks owned by or licensed to the Aurobindo Pharma Limited. The makers of these brands are not affiliated with and do not endorse the Aurobindo Pharma Limited or its products.

For more information call Aurobindo Pharma USA, Inc at 1-866-850-2876.

This Medication Guide has been approved by the U.S. Food and Drug Administration

Revised: 03/2021",2
PRINCIPAL DISPLAY PANEL - 4000 IU 5 mL Blister Pack Label,0
"As with other NSAIDs, anaphylactoid reactions may occur in patients without known prior exposure to ibuprofen tablets. Ibuprofen tablets should not",2
Systemic insulin disposition (apparent terminal half-life) following oral inhalation of 4 to 48 units of Afrezza was 120-206 minutes.,2
Other antihypertensive drugs — additive effect or potentiation.,2
"During a 52-week, open-label bipolar I disorder study in those patients who initiated Abilify Maintena, shifts from baseline in fasting cholesterol from normal to high were reported in 2.1% (total cholesterol) and 2.2% (LDL cholesterol) and shifts from baseline from normal to low were reported in 8.5% (HDL cholesterol). Of these patients with normal baseline triglycerides, 3.6% experienced shifts to high, and 0.0% experienced shifts to very high. Combined, 1.0% of these patients with normal or borderline fasting triglycerides experienced shifts to very high fasting triglycerides during this trial.",2
(fluticasone propionate 100 mcg and salmeterol* 50 mcg inhalation powder),2
MISUSE OF AMPHETAMINE MAY CAUSE SUDDEN DEATH AND SERIOUS CARDIOVASCULAR ADVERSE EVENTS.,2
The success of the monovision technique may be further improved by having your patient follow the suggestions below. Remember to advise patients to use only one ACUVUE® Theravision™ with Ketotifen Contact Lens per eye per day.,2
"Allergenic extracts are indicated for the treatment of allergen specific allergic disease for use as hyposensitization or immunotherapy when avoidance of specific allergens can not be attained. The use of allergenic extracts for therapeutic purpose has been established by well-controlled clinical studies. Allergenic extracts may be used as adjunctive therapy along with pharmacotherapy which includes antihistamines, corticosteroids, and cromoglycate, and avoidance measures. Allergenic extracts for therapeutic use should be given using only the allergen selection to which the patient is allergic, has a history of exposure and are likely to be exposed to again.",2
Indications and Usage for Alamast,0
30 Single-Use Vials 0.4 mL each: NDC 0023-3507-31,2
"250 mg, 100 count label",2
For Intravenous Infusion.,2
Distribution  Plasma protein binding is approximately 99.9%,2
.,1
Actoplus Met XR may cause serious side effects including:,2
1.4 Paget’s Disease,1
"Boca Raton, FL 33487",2
Inform patients of the possibility that slow or delayed healing may occur while using nonsteroidal anti-inflammatory drugs (NSAIDs).,2
"Gastrointestinal Disorders: Constipation with serious complications [see Warnings and Precautions (5.2)], oral mucosal ulceration.",2
"In an adult laboratory classroom study (Study 5), 3.5% of Adhansia XR-treated patients discontinued due to adverse reactions during the open-label titration period. There were no discontinuations due to adverse reactions during the double-blind period of the study.",2
There are no adequate data on the developmental risks associated with the use of Adlarity in pregnant women.,2
"Buprenex, aspirin, ibuprofen, tramadol, acetaminophen, naproxen, Tylenol, oxycodone, diphenhydramine, Benadryl",2
Prepare a 5 mg/mL Solution for Bolus Intravenous Administration,1
"Ventolin, ProAir HFA, Proventil HFA, ProAir RespiClick, ... +3 more",2
Hypotension and Syncope due to an Interaction with Alcohol,1
More about Adcetris (brentuximab),0
"Do not administer repeated injections of epinephrine at the same site, as the resulting vasoconstriction may cause tissue necrosis.",2
Albuminex Injection Dosage and Administration,0
"If it is necessary to use the inhaler before it is completely dry, shake off excess water, replace canister, test spray twice away from face, and take the prescribed dose. After such use, the mouthpiece should be rewashed and allowed to air dry thoroughly.",2
metabolism.,1
"In one short-term, placebo-controlled trial in adult patients with schizophrenia with Abilify Maintena, the mean change in body weight at Week 12 was +3.5 kg (N=99) in the Abilify Maintena-treated patients and +0.8 kg (N=66) in the placebo-treated patients.",2
The following symbols may appear on the label or packaging:,2
"Naphcon, Vasocon, Naphcon Forte, Nazil Ofteno",2
45 gram tubes (NDC 68462-299-47),2
"Inform patients that orally inhaled corticosteroids, including fluticasone propionate, may cause a reduction in growth velocity when administered to pediatric patients. Physicians should closely follow the growth of children and adolescents taking corticosteroids by any route. [See Warnings and Precautions (5.14).]",2
"Inject Adrenaclick intramuscularly or subcutaneously into the anterolateral aspect of the thigh, through clothing if necessary. Instruct caregivers of young children who are prescribed an Adrenaclick and who may be uncooperative and kick or move during an injection to hold the leg firmly in place and limit movement prior to and during an injection [see Warnings and Precautions (5.2)].",2
The changes in plasma levels were within the range of plasma levels achieved in adequate and well-controlled clinical trials.,2
"Based on findings from genetic toxicity and animal reproduction studies, advise male patients with female partners of reproductive potential to use effective contraception and avoid fathering a child during treatment with Abraxane and for at least three months after the last dose of Abraxane [see Use in Specific Populations (8.1, 8.3), Nonclinical Toxicology (13.1)].",2
How should I store Actonel?,2
Cardiovascular: Myocardial infarction.,2
Aimovig® (erenumab-aooe),2
Bubble Gum-Flavored Liquid,1
"15 mg/500 mg tablet: white to off-white, oblong, film-coated tablet with ""4833M"" on one side and ""15/500"" on the other, available in:",2
"Rare cases of serious skin and soft tissue infections, including necrotizing fasciitis and myonecrosis caused by Clostridia (gas gangrene), have been reported following epinephrine injection in the thigh [see Warnings and Precautions (5.4)] .",2
"The overall safety profile of risedronate in OI patients treated for up to 12 months was generally similar to that of adults with osteoporosis. However, there was an increased incidence of vomiting compared to placebo. In this study, vomiting was observed in 15% of children treated with risedronate and 6% of patients treated with placebo. Other adverse events reported in greater than or equal to 10% of patients treated with risedronate and with a higher frequency than placebo were: pain in the extremity (21% with risedronate versus 16% with placebo), headache (20% versus 8%), back pain (17% versus 10%), pain (15% versus 10%), upper abdominal pain (11% versus 8%), and bone pain (10% versus 4%).",2
"Results of animal studies indicate that tetracyclines cross the placenta, are found in fetal tissues, and can have toxic effects on the developing fetus (often related to retardation of skeletal development). Evidence of embryo toxicity has been noted in animals treated early in pregnancy. If any tetracycline is used during pregnancy or if the patient becomes pregnant while taking these drugs, the patient should be apprised of the potential hazard to the fetus.",2
Revised: 11/2019,2
"Bangalore, India",2
Allergenic Extract Grain Mill Dust Description,0
Administration Precautions,1
"If systemic or anaphylactic reaction, does occur, apply a tourniquet above the site of injection and inject intramuscularly or subcutaneously 0.3 to 0.5ml of 1:1000 Epinephrine Hydrochloride into the opposite arm. The dose may be repeated in 5-10 minutes if necessary. Loosen the tourniquet at least every 10 minutes. The Epinephrine Hydrochloride 1:1000 dose for infants to 2 years is 0.05 to 0.1 ml, for children 2 to 6 years it is 0.15 ml, for children 6-12 years it is 0.2 ml.",2
"A UK study (Study 2) included 275 subjects, ages 65 years and older, randomized to receive preservative-free Afluria (206 subjects) or a European-licensed trivalent inactivated influenza vaccine as an active control (69 subjects) (see Clinical Studies [14]). There were no deaths or serious adverse events reported in this study.",2
"Inform patients that localized infections with Candida albicans occurred in the mouth and pharynx in some patients. If oropharyngeal candidiasis develops, treat it with appropriate local or systemic (i.e., oral) antifungal therapy while still continuing therapy with Advair HFA, but at times therapy with Advair HFA may need to be temporarily interrupted under close medical supervision. Advise patients to rinse the mouth with water without swallowing after inhalation to help reduce the risk of thrush. [See Warnings and Precautions (5.4).]",2
Aspirin,1
"Vivitrol, naltrexone, disulfiram, Antabuse, Campral, Revia",2
These are not all the side effects of alfuzosin hydrochloride extended-release tablets. For more information ask your doctor or pharmacist.,2
Table 4 summarizes the incidence and types of common adverse events reported in trials of Actos add-on to insulin. Terms that are reported represent those that occurred at an incidence of >5% and more commonly with the highest tested dose of Actos.,2
Adzenys ER,1
Takeda,2
The recommended dosage of Actemra for adult patients given as a 60-minute single intravenous drip infusion is 4 mg per kg every 4 weeks followed by an increase to 8 mg per kg every 4 weeks based on clinical response.,2
"To report SUSPECTED ADVERSE REACTIONS, contact Mylan Pharmaceuticals Inc. at 1-877-446-3679 (1-877-4-INFO-RX) or FDA at 1-800-FDA-1088 or www.fda.gov/medwatch.",2
"There were no significant increases in tumor incidence in a two year carcinogenicity study conducted in Wistar rats with dietary administration of 0, 10, 30 and 100 mg/kg/day flibanserin (up to 5-8 times human exposure at the recommended clinical dose).",2
"Aggrenox may cause serious side effects, including:",2
A dose of 150 mg or greater should not be used in the treatment of AMI because it has been associated with an increase in intracranial bleeding.,2
"Alfuzosin hydrochloride is (R,S)-N-[3-[(4-amino-6,7-dimethoxy-2-quinazolinyl) methylamino] propyl] tetrahydro-2-furancarboxamide hydrochloride. The molecular formula of alfuzosin hydrochloride is C19H27N5O4•HCl. The molecular weight of alfuzosin hydrochloride is 425.9. Its structural formula is:",2
Effect of Abiraterone Acetate Tablets on Other Drugs,2
Phenylketonurics,1
Aduhelm Description,0
Relationship to Meals,1
Concomitant administration of Aldactazide with the following drugs or potassium sources may lead to severe hyperkalemia:,2
Acetazolamide and sodium bicarbonate used concurrently increase the risk of renal calculus formation.,2
"Following topical exposure, tingling, burning, and redness have been reported.",2
"Your doctor will do tests to check the strength of your heart muscle before,",2
Metabolism and nutrition disorders: hyperglycemia [see Warnings and Precautions (5.13)].,2
"Aripiprazole in juvenile dogs (2 months old) caused CNS clinical signs of tremors, hypoactivity, ataxia, recumbency and limited use of hind limbs when administered orally for 6 months at 3, 10, 30 mg/kg/day. Mean body weight and weight gain were decreased up to 18% in females in all drug groups relative to control values. A NOAEL could not be determined and, at the lowest tested dose of 3 mg/kg/day, there is no safety margin relative to the systemic exposures (AUC0-24) for aripiprazole or its major active metabolite in adolescents at the maximum recommended pediatric dose of 15 mg/day. All drug-related effects were reversible after a 2-month recovery period.",2
skin problems.,1
"Metabolism
In vitro studies with human liver microsomes and tissue slices showed that paclitaxel in Abraxane was metabolized primarily to 6α-hydroxypaclitaxel by CYP2C8; and to two minor metabolites, 3'-p-hydroxypaclitaxel and 6α, 3'-p-dihydroxypaclitaxel, by CYP3A4. In vitro, the metabolism of paclitaxel to 6α-hydroxypaclitaxel was inhibited by a number of agents (ketoconazole, verapamil, diazepam, quinidine, dexamethasone, cyclosporin, teniposide, etoposide, and vincristine), but the concentrations used exceeded those found in vivo following normal therapeutic doses. Testosterone, 17α-ethinyl estradiol, retinoic acid, and quercetin, a specific inhibitor of CYP2C8, also inhibited the formation of 6α-hydroxypaclitaxel in vitro. The pharmacokinetics of paclitaxel may also be altered in vivo as a result of interactions with compounds that are substrates, inducers, or inhibitors of CYP2C8 and/or CYP3A4 [see Drug Interactions (7)].",2
Elimination,1
"MEDICURE PHARMA, INC.
Princeton, NJ 08540 USA
1-800-509-0544",2
"Neuropsychiatric adverse events, including insomnia and depression, have been reported in association with Accolate therapy (see PRECAUTIONS, Neuropsychiatric Events). Hypersensitivity reactions, including urticaria, angioedema and rashes, with or without blistering, have also been reported in association with Accolate therapy. Additionally, there have been reports of patients experiencing agranulocytosis, bleeding, bruising, or edema, arthralgia, myalgia, malaise, and pruritus in association with Accolate therapy.",2
"If irritation develops, Aclovate® Cream or Ointment should be discontinued and appropriate therapy instituted. Allergic contact dermatitis with corticosteroids is usually diagnosed by observing a failure to heal rather than noting a clinical exacerbation, as with most topical products not containing corticosteroids. Such an observation should be corroborated with appropriate diagnostic patch testing. If concomitant skin infections are present or develop, an appropriate antifungal or antibacterial agent should be used. If a favorable response does not occur promptly, use of Aclovate® Cream or Ointment should be discontinued until the infection has been adequately controlled.",2
Disposing of used needles and syringes,2
